thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,time.started,math_problem.started,key_resp.started,textbox0.started,textbox9.started,textbox8.started,textbox7.started,textbox6.started,textbox5.started,textbox4.started,textbox3.started,textbox2.started,textbox1.started,trial.stopped,trials.key_resp.keys,problem,answer,end.started,end.stopped,trials.key_resp.rt,trials.key_resp.duration,ending.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 48
,,,,,,,,,,,,0.0394081003032624,0.0616942001506686,2.1072768000885844,space,2.032793899998069,,,,,,,,,,,,,,,,,,,,,,,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.240715400315821,,,,,,,,10.158639499917626,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,10.240715400315821,17.184690299909562,,23 / 23 + 2 * 2 = ?,5.0,17.204567700158805,17.20488730026409,,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
1.0,0.0,1.0,down,5.85856489976868,,1.0,0.0,1.0,0.0,9.290582300163804,,,,,,,,17.215611400082707,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,17.290582300163805,25.187058300245553,down,(3 * 8) - (28 - 9) = ?,5.0,25.205115400254726,25.20561180030927,5.85856489976868,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
2.0,0.0,2.0,down,4.2740809000097215,,2.0,0.0,2.0,0.0,17.30513310013339,,,,,,,,25.22102970024571,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,25.30513310013339,29.600432800129056,down,3 + 7 - 3 = ?,7.0,29.60073269996792,29.600917200092223,4.2740809000097215,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
3.0,0.0,3.0,down,2.474103100132197,,3.0,0.0,3.0,0.0,21.68211290007457,,,,,,,,29.609014600049704,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,29.68211290007457,34.184351900126785,down,9 - 7 - 1 = ?,1.0,34.20489330030978,34.20548660028726,2.474103100132197,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
4.0,0.0,4.0,down,3.4893277999944985,,4.0,0.0,4.0,0.0,26.30733480025083,,,,,,,,34.224764100275934,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,34.30733480025083,37.81348029989749,down,6 + 3 - 4 = ?,5.0,37.81378660025075,37.813976200297475,3.4893277999944985,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
5.0,0.0,5.0,down,2.642049999907613,,5.0,0.0,5.0,0.0,29.89331210032105,,,,,,,,37.82088349992409,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,37.893312100321054,40.54559969995171,down,16 - 6 - 1 = ?,9.0,40.545910300221294,40.54608840029687,2.642049999907613,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
6.0,0.0,6.0,down,4.307563400361687,,6.0,0.0,6.0,0.0,32.6276350999251,,,,,,,,40.55469539994374,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,40.6276350999251,46.961916300002486,down,(4 - 20) + (11 + 8) = ?,3.0,46.97485590027645,46.97571690008044,4.307563400361687,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
7.0,0.0,7.0,down,3.828896000050008,,7.0,0.0,7.0,0.0,39.08189640007913,,,,,,,,46.99652800010517,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,47.08189640007913,50.92420030012727,down,24 / 8 - 29 / 29 = ?,2.0,50.92451980011538,50.924736599903554,3.828896000050008,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
8.0,0.0,8.0,,,,8.0,0.0,8.0,0.0,43.00739599997178,,,,,,,,50.93237410020083,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,51.00739599997178,56.95613409997896,,4 / 4 - 24 / 12 + 2 = ?,1.0,56.97471240023151,56.97560130013153,,,,18,1.0,2024-12-15_16h32.23.242,mist,2024.2.4,60.149290527484,2024-12-15 17h12.34.964341 +0800,
